y_true,y_pred
1.0,0.33119426862978296
1.0,0.36885855500110815
1.0,0.3046445129288763
0.0,0.3919586641972521
0.0,0.3982897222475818
0.0,0.3802419002472293
0.0,0.4103800566780427
1.0,0.39134409337372855
0.0,0.37083510874413483
0.0,0.3634436153417472
1.0,0.4404321670710938
1.0,0.3892095476277709
0.0,0.41239574334175433
1.0,0.3923682936540695
0.0,0.34957299810722536
0.0,0.4134290823566645
0.0,0.4240902421856067
1.0,0.43931496230270606
0.0,0.41604532136726285
1.0,0.4275767939155578
1.0,0.33987405838288703
1.0,0.3772102532590812
1.0,0.403486480647832
0.0,0.38597102162884717
1.0,0.47421312885190753
0.0,0.3595315765076802
0.0,0.3879958744360935
0.0,0.36116835656270513
1.0,0.34900810681719163
0.0,0.3682864713260181
1.0,0.409081338853865
0.0,0.39890135998226545
0.0,0.3432982687589655
1.0,0.35389459508176324
0.0,0.3902120775166306
0.0,0.3639490551983674
0.0,0.36659495668536135
0.0,0.389657209429397
1.0,0.3381228154299941
1.0,0.37076053622858285
0.0,0.40102529035632417
1.0,0.34926859005595223
1.0,0.4020722330181648
0.0,0.3866324662304581
0.0,0.41530669604990555
1.0,0.3600954157375549
0.0,0.3752141806806834
1.0,0.3371849815512047
1.0,0.3641107799142794
0.0,0.3866735437796264
0.0,0.34051436279073033
0.0,0.4350483318038245
1.0,0.38362035592976784
1.0,0.3514736678798326
1.0,0.3708471073823858
1.0,0.4142524087387361
0.0,0.40924296752606004
0.0,0.35673268304467376
1.0,0.40813778438625736
1.0,0.4074451129418276
0.0,0.44481201208706567
0.0,0.35533597023297003
0.0,0.3975335629293819
0.0,0.38533905788052986
0.0,0.34779724816674273
0.0,0.3676869426972684
0.0,0.36911938867858224
0.0,0.41661318508804646
1.0,0.4071954183083617
0.0,0.3669164917914847
1.0,0.3744879657755644
1.0,0.3701642600061478
0.0,0.38967040822869636
1.0,0.38794157404361707
0.0,0.4018945369891265
1.0,0.38847444685583093
0.0,0.33230397486501684
1.0,0.3978415690809225
0.0,0.3465015289621295
0.0,0.3795030507616183
1.0,0.4080319912470231
1.0,0.3558570314561431
0.0,0.36221883648753855
0.0,0.3928191023481896
1.0,0.3763202286117838
1.0,0.38205318781912573
0.0,0.4140851214854391
1.0,0.3525882548326694
1.0,0.4332750867667957
0.0,0.4381766729708649
0.0,0.3452456504077188
1.0,0.4438185482398214
0.0,0.3968863694404864
0.0,0.4016579785405933
1.0,0.4181789840676344
0.0,0.39073060089214534
0.0,0.36148976803940625
1.0,0.35339306881237764
0.0,0.41782993465200446
1.0,0.3693027555629362
0.0,0.37318952084949536
1.0,0.3847924111756295
0.0,0.3859231083687694
1.0,0.37364462472733706
0.0,0.3833088352382164
0.0,0.4029267094896692
0.0,0.3628453692584098
1.0,0.38322831377824457
1.0,0.44851772792664313
1.0,0.3870719723829952
0.0,0.3776943201170636
1.0,0.3904281282013826
0.0,0.37057604150593565
1.0,0.4268000026959999
0.0,0.42281752028766734
0.0,0.4098830233175977
0.0,0.4030649316016209
0.0,0.37134544369699873
0.0,0.4075231578622338
0.0,0.4089681366328149
0.0,0.3983931219033453
1.0,0.4193474567086783
0.0,0.35374391020324847
0.0,0.37721389608062084
1.0,0.4091181321495949
1.0,0.3454837130965421
0.0,0.3813156262702849
0.0,0.3833382668230045
1.0,0.36622702730206785
0.0,0.39333370786141925
0.0,0.38046533177502834
0.0,0.3726327829297562
0.0,0.38551016673109084
1.0,0.38526744517054545
1.0,0.41153307015908563
0.0,0.38610379561326047
0.0,0.37255636951502413
0.0,0.4043695491885218
1.0,0.3465009723082137
1.0,0.3742076139086181
0.0,0.4373893762769463
1.0,0.37641122460884757
1.0,0.3335777377556649
1.0,0.3866163191939997
1.0,0.41181367904237204
0.0,0.39782297647272175
0.0,0.38822822320394473
0.0,0.3972063397169556
1.0,0.4055723153712065
0.0,0.4020271546140118
0.0,0.3769651543421862
0.0,0.4203789709263983
1.0,0.4375902533100028
0.0,0.3610650245645265
0.0,0.404154554052038
1.0,0.36650334810160035
0.0,0.4230312280982029
1.0,0.3330126318146318
0.0,0.3684115344352599
0.0,0.37280153940868016
0.0,0.3596917100868918
0.0,0.39868002606935266
0.0,0.39791497576546203
1.0,0.42835202297268526
1.0,0.42477835478249304
0.0,0.3794156770185918
1.0,0.35106583794092705
1.0,0.37787767407552225
1.0,0.35620277595669625
0.0,0.36395391626210205
0.0,0.38922854462533313
1.0,0.40372025459251637
0.0,0.3956062419515734
1.0,0.3847310539902179
1.0,0.4139262782626556
0.0,0.3420660980862025
1.0,0.3852757437355656
1.0,0.43286449828388535
1.0,0.35445049820485924
1.0,0.3924370402584286
0.0,0.3953666540367672
1.0,0.35520981451723566
0.0,0.38509234518601193
0.0,0.4102431033776437
0.0,0.4258079877447648
0.0,0.3718103431673471
1.0,0.3846119995065064
0.0,0.3748671837717942
0.0,0.4040297973846024
0.0,0.39739038907708335
0.0,0.36667842366096703
0.0,0.3758736804463716
1.0,0.36766504899366764
1.0,0.4442769957123296
1.0,0.408530123503078
0.0,0.39049865572213355
0.0,0.37640509633010116
1.0,0.42135727578967774
0.0,0.39546740216485626
0.0,0.36698430461081166
0.0,0.3741784934642178
0.0,0.3738678020126903
0.0,0.37031043542208214
0.0,0.3796276526836316
0.0,0.38686150970328864
1.0,0.36975976480039735
0.0,0.3874548210032597
0.0,0.39454336795107486
0.0,0.3317204320612217
1.0,0.38385105579849266
1.0,0.4131376609569416
0.0,0.41570171749176593
0.0,0.40666392106738297
1.0,0.3904907777790459
0.0,0.33137436529673997
0.0,0.3857066419965137
1.0,0.3955876220676384
0.0,0.37721824771078083
0.0,0.4007324553104989
1.0,0.3826331536712372
1.0,0.3853011484823412
0.0,0.3834204880290146
0.0,0.33126744849653744
0.0,0.3788227967299943
0.0,0.37217348215877
0.0,0.4096404854542228
0.0,0.4208322689611497
0.0,0.3982119533356545
1.0,0.40251933831590003
0.0,0.3885842146297714
0.0,0.3694424695152185
1.0,0.41796981862598614
1.0,0.36413215989256653
0.0,0.3680605862471972
1.0,0.4110244453065077
1.0,0.37645005090800254
1.0,0.369883555263746
0.0,0.38447934590730315
1.0,0.3948651792645293
0.0,0.40110616031327706
0.0,0.3762144836892313
1.0,0.37208952816998503
1.0,0.4849905940048488
0.0,0.3714002374616789
1.0,0.3993017154512177
0.0,0.3992357249934193
0.0,0.38913511071037343
0.0,0.37857378350000104
0.0,0.4075270002610704
1.0,0.4065725545152843
0.0,0.3887935153303427
0.0,0.3715654769974114
0.0,0.43167081947784813
0.0,0.3589739698619083
1.0,0.38809843569536673
0.0,0.3578821758852904
0.0,0.4154014289499637
0.0,0.35175789627055154
0.0,0.37778186939837644
1.0,0.37148657502509835
0.0,0.36753771498793397
1.0,0.3416041339596628
0.0,0.4110951583757172
1.0,0.3258559008680964
0.0,0.3760188401191821
1.0,0.437128516514871
1.0,0.3302873390767773
0.0,0.3477502431361368
1.0,0.42614183955873336
1.0,0.4216029240304204
0.0,0.4138446406872012
1.0,0.34157661479901225
1.0,0.4160929642732816
0.0,0.3380166361108202
0.0,0.39425480396226553
0.0,0.4381405732129569
0.0,0.394043181251524
1.0,0.3272766715214495
0.0,0.3604458791287641
1.0,0.39504947117521044
0.0,0.39950034037229776
1.0,0.39344620543850567
1.0,0.37372235017237726
0.0,0.42978381473170313
0.0,0.33662884125225295
1.0,0.35395973722177854
1.0,0.35984868952216176
0.0,0.4359671111538723
0.0,0.36450679541152814
0.0,0.3843985467607582
1.0,0.38691350702247096
0.0,0.3828841766937796
0.0,0.38938677310320835
0.0,0.40403844434517433
0.0,0.40071538879800794
1.0,0.4391400630867506
0.0,0.3498582783244028
1.0,0.3944187824954566
1.0,0.4244108935487541
0.0,0.4024000693151077
1.0,0.34978816323667566
1.0,0.37740810875400965
1.0,0.39239764290167634
1.0,0.3936869789190732
1.0,0.3662132149469933
1.0,0.3683960991165376
0.0,0.3600760624908116
0.0,0.3549866837337655
1.0,0.37368158712294874
0.0,0.3872976479938332
0.0,0.47179310559987114
0.0,0.40138212801740536
1.0,0.38088819735861656
0.0,0.3904855369031386
1.0,0.3843859815195744
0.0,0.3486426649825881
1.0,0.38162309081836915
0.0,0.3794034885117782
0.0,0.3935127760259257
0.0,0.36090042151867185
0.0,0.41550771376628926
0.0,0.36536801832872356
1.0,0.4108391721546446
1.0,0.36131580136699526
1.0,0.413319408458418
0.0,0.35611289854348227
0.0,0.3731332040729659
0.0,0.35772703596370653
0.0,0.42588606921191674
0.0,0.37602168331701996
0.0,0.3761822549390302
0.0,0.368017777192703
1.0,0.402737438015075
1.0,0.3463383888218782
1.0,0.3599124812280298
1.0,0.3571977206130992
1.0,0.3800888390587411
1.0,0.45798940859584086
1.0,0.38409805410660686
1.0,0.42256581560658735
0.0,0.38633647118698
1.0,0.40885839000231167
0.0,0.39305255854924565
0.0,0.3899015083063037
1.0,0.3957922027958
1.0,0.39540902390311145
1.0,0.4354240787251677
0.0,0.3511952454393388
1.0,0.37335200964327386
1.0,0.3679462703633356
1.0,0.3536388958138703
0.0,0.4005286419527217
1.0,0.39784219184070424
0.0,0.4097085369331876
0.0,0.41782759085818455
0.0,0.3866316763825818
0.0,0.38778826571558833
0.0,0.39072828967805645
0.0,0.3801106234339887
0.0,0.443601612624515
0.0,0.3997527104565094
0.0,0.352985916286993
1.0,0.40754203760037455
1.0,0.35804526343416854
0.0,0.38259465271174764
0.0,0.3806103542998003
1.0,0.35340018409018387
1.0,0.40774961937544507
0.0,0.3974135458831025
1.0,0.36282611368181517
1.0,0.3710099561512883
1.0,0.4026405199295155
1.0,0.4072410836354554
0.0,0.3967699656689411
0.0,0.3558395569714042
0.0,0.3661028415027679
0.0,0.3927383532963466
0.0,0.4404867919649959
0.0,0.39355874095607996
0.0,0.3567840029958038
0.0,0.3794126792299042
1.0,0.4085863686126362
0.0,0.4013352422277822
1.0,0.37533412016456685
1.0,0.3809001910298764
0.0,0.38636599211628175
0.0,0.3551663463824134
1.0,0.43087131637194304
0.0,0.4146819608779279
1.0,0.3614952554122123
1.0,0.37886462433100476
0.0,0.40250652049901436
0.0,0.4058469774162817
0.0,0.3769971322294291
0.0,0.3812314625316774
0.0,0.3936234585263762
0.0,0.4166545781975886
0.0,0.42480144644393414
0.0,0.37425698369544913
0.0,0.3914010495652272
1.0,0.3421661623743759
0.0,0.35287698055581196
0.0,0.38790626455224886
1.0,0.43864422715705875
1.0,0.3576627078559137
1.0,0.41519139432392976
0.0,0.34513409719560406
1.0,0.37971092324107203
0.0,0.35452280760854715
1.0,0.39302759050259856
1.0,0.3657226575862732
0.0,0.3562026474162327
1.0,0.3827621426656319
0.0,0.36713759643802735
1.0,0.37754934751011743
0.0,0.39386234717695223
0.0,0.4039607627642503
1.0,0.3794933217953673
0.0,0.4046470108328386
1.0,0.4388079987323891
1.0,0.3942858907139358
0.0,0.3561965531004494
1.0,0.38781413761607536
0.0,0.3946901251724909
1.0,0.4859872921144396
0.0,0.35200120964488474
1.0,0.3812624004112288
1.0,0.4157304075937819
1.0,0.3653358690766865
0.0,0.39124433607873044
0.0,0.4094031466938263
1.0,0.39793500186233777
1.0,0.34960751781092103
0.0,0.36803625942209284
1.0,0.4203530077612755
1.0,0.3753521670465927
1.0,0.42425236530880256
0.0,0.3528583064319247
1.0,0.36337861372860136
0.0,0.3636928221694093
0.0,0.387518868916568
1.0,0.3613049127419209
0.0,0.3625635364173895
0.0,0.3917414756391557
1.0,0.43136644934867985
0.0,0.3895236762314361
0.0,0.3741746863853224
1.0,0.34305973752085106
0.0,0.38523064045452005
1.0,0.3683466793447383
1.0,0.3581916765141439
1.0,0.39037552168408385
1.0,0.3788397538043992
1.0,0.36341548472540375
0.0,0.38674681251367626
0.0,0.38537681449656025
0.0,0.4014515093439579
0.0,0.3703657417422963
0.0,0.37801597612207105
1.0,0.4061831276612762
0.0,0.34224247479304803
0.0,0.36918157048592487
0.0,0.3660538401130643
0.0,0.3709161227915752
1.0,0.39527337053721756
0.0,0.376810314440973
0.0,0.37997998859669
0.0,0.38375112845194065
0.0,0.42561727687342976
0.0,0.37295897752670726
1.0,0.407399074164091
0.0,0.3891017268585089
1.0,0.3772362067787387
1.0,0.4155104933739093
1.0,0.36369200382029465
0.0,0.36407557946832253
0.0,0.44000623135629297
1.0,0.3757221938800928
0.0,0.39780525916720844
1.0,0.368092746181204
0.0,0.4001196385360855
0.0,0.3713084954047732
0.0,0.3985225683949851
0.0,0.36150954195980456
0.0,0.3593707954780938
0.0,0.3845045151344996
0.0,0.3628193189048604
0.0,0.39348542886459953
0.0,0.38079572440921794
0.0,0.38323805411666856
0.0,0.3532312476952288
1.0,0.3570376173180777
0.0,0.40359425078397354
1.0,0.4055319955137611
0.0,0.34213219965037484
1.0,0.3630410175568455
0.0,0.4049057578541042
1.0,0.4275455380293259
0.0,0.36147729473014406
1.0,0.3270308117129657
0.0,0.34709062759339415
0.0,0.4406058063763223
1.0,0.37010190524867953
0.0,0.3709573965440079
1.0,0.39113971737893916
0.0,0.38923197734766674
0.0,0.36074535004044006
0.0,0.41409140679764034
0.0,0.3728689334452612
1.0,0.42397147464297824
0.0,0.39428166578760826
0.0,0.3630445501535801
0.0,0.359326937884984
0.0,0.3815581644564483
0.0,0.3963786140859389
0.0,0.38248936905707465
0.0,0.40163417090751424
1.0,0.37641468613637996
0.0,0.3906744559665376
1.0,0.3756861298842705
0.0,0.39525661286889857
0.0,0.3563819755500776
0.0,0.3685365229731956
0.0,0.35414805874861466
0.0,0.3145274443982713
0.0,0.3877538410850342
1.0,0.3469766909946468
1.0,0.35593380674996045
0.0,0.3518990148153596
0.0,0.4128244579994262
1.0,0.3792308032727904
0.0,0.36236740320610655
0.0,0.4101578104014739
0.0,0.3496106787189467
0.0,0.42578251448199433
1.0,0.4187007208565571
0.0,0.34211185811639644
1.0,0.3643832976075159
1.0,0.41712047474939523
0.0,0.3780880282405857
0.0,0.40614287493200124
0.0,0.3945884350344645
0.0,0.3913388257421429
1.0,0.37102023375068105
0.0,0.36116634129225467
1.0,0.3849551251349409
0.0,0.3871536631359979
1.0,0.36161939949884586
0.0,0.3662433092613456
1.0,0.3800632197933816
0.0,0.36116800237198066
1.0,0.39937219360275167
0.0,0.3628443490312811
1.0,0.3674899897190626
1.0,0.37519303689671396
1.0,0.3346921067407861
1.0,0.39318869523594685
0.0,0.384212999576487
1.0,0.3662889201644477
1.0,0.3751265345439463
0.0,0.38794042922681604
1.0,0.3886662381473656
0.0,0.4059963632392573
0.0,0.3715763742885808
0.0,0.4036590789769278
0.0,0.35829939157307444
1.0,0.40532192938078265
0.0,0.433618045508592
0.0,0.3722869073949522
0.0,0.43364070968124024
0.0,0.42437765608872596
0.0,0.38096085030232196
0.0,0.3985394967653054
1.0,0.35547567766941435
0.0,0.40283836572436615
0.0,0.3944290889593801
0.0,0.3879052568816351
0.0,0.3843266649072898
0.0,0.3715594622736875
0.0,0.39145888629444664
0.0,0.40866734257393733
1.0,0.4630632280611902
0.0,0.3637011051232672
1.0,0.3828425720088164
0.0,0.3258010313102174
1.0,0.35049777381332825
1.0,0.40203458945096415
0.0,0.38910993084801476
0.0,0.4150476761472813
0.0,0.4218928968669247
0.0,0.4023778696023817
1.0,0.3467530766337833
1.0,0.404384232116849
1.0,0.4186000731223516
1.0,0.34291681142150965
0.0,0.3803756462748028
1.0,0.3669559133695588
0.0,0.40232833293890824
1.0,0.35233034155666865
0.0,0.3646088319710564
1.0,0.4095370048348985
0.0,0.3892477789995525
1.0,0.32739204482669115
0.0,0.4101282164600158
0.0,0.3735662536805402
0.0,0.4374424505564301
0.0,0.38753235174639294
1.0,0.41144553226484504
1.0,0.37810979820215584
0.0,0.3876184589010093
0.0,0.3443286259709737
0.0,0.39052449444555626
0.0,0.40079018709170844
0.0,0.34430501910487743
1.0,0.39529306316514184
1.0,0.3686634103678017
0.0,0.3550445880347841
0.0,0.38923638137521555
1.0,0.45176826961521643
0.0,0.36361185300218907
0.0,0.37471568425533114
0.0,0.3363600647119973
0.0,0.378680102509925
0.0,0.4138981878914973
1.0,0.32874332481200463
1.0,0.3716397107848045
0.0,0.4031248028269319
0.0,0.42131731573495673
0.0,0.4021188357936913
0.0,0.37494063559673263
0.0,0.37469659108346465
0.0,0.380495879428673
1.0,0.4032291059257079
0.0,0.37812935225066296
0.0,0.3745995729124173
1.0,0.37520630421383094
1.0,0.4331450517594839
1.0,0.36286987512372954
0.0,0.34362310060309637
0.0,0.4328318817010608
1.0,0.3680550124734049
0.0,0.3968051359887031
0.0,0.3741066649682036
1.0,0.3905086523075315
0.0,0.3959221434416528
0.0,0.32397115698615503
0.0,0.3912985195292911
1.0,0.39457443514719065
1.0,0.3726715112468436
1.0,0.4425139867692646
0.0,0.3650563244659726
0.0,0.3877366422027262
0.0,0.3333819601091611
0.0,0.35042711713595975
1.0,0.34785883497126413
0.0,0.3766868093393213
